City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,roma,43.2128,-75.4557,31.01,79,0,1.54,US,1718806416
368,tapa,59.2606,25.9586,11.52,99,100,2.44,EE,1718806416
369,kinablangan,7.6947,126.5503,23.81,90,100,1.56,PH,1718806416
370,nevel'sk,46.6733,141.8633,10.93,77,100,1.37,RU,1718806417
371,coquimbo,-29.9533,-71.3436,14.85,77,0,2.57,CL,1718806417
372,tazacorte,28.629,-17.9293,23.54,72,20,5.66,ES,1718806417
373,saint-denis,48.9167,2.3333,21.53,71,100,5.66,FR,1718806417
374,chapulco,18.6083,-97.4167,18.21,68,85,2.77,MX,1718806417
375,inverell,-29.7833,151.1167,6.76,86,10,1.04,AU,1718806417
376,guarapari,-20.6667,-40.4975,27.8,57,0,4.31,BR,1718806418
377,cabo san lucas,22.8909,-109.9124,24.61,70,0,2.06,MX,1718805805
378,puquio,-14.7,-74.1333,10.54,33,81,1.23,PE,1718806418
379,toma,12.7667,-2.8833,40.05,25,4,3.66,BF,1718806418
380,biloela,-24.4167,150.5,10.86,52,0,1.33,AU,1718806418
381,tangalle,6.024,80.7911,28.09,84,100,5.48,LK,1718806419
382,sisimiut,66.9395,-53.6735,5.03,83,100,1.53,GL,1718806419
383,kolasib,24.2333,92.7,20.89,99,100,0.65,IN,1718806419
384,ta`u,-14.2336,-169.5144,27.63,76,96,7.02,AS,1718806420
385,zouerate,22.7187,-12.4521,38.53,12,40,7.13,MR,1718806420
386,veraval,20.9,70.3667,30.4,78,80,8.34,IN,1718806420
387,borogontsy,62.6683,131.1683,9.74,97,100,2.28,RU,1718806420
388,luanda,-8.8368,13.2343,27.0,61,0,4.12,AO,1718806420
389,okha,53.5739,142.9478,5.78,95,100,2.4,RU,1718806408
390,puerto aysen,-45.4,-72.7,0.6,96,95,1.36,CL,1718806421
391,fiambala,-27.6871,-67.6149,20.72,3,0,2.83,AR,1718806421
392,mumford,5.2618,-0.759,27.24,81,100,6.42,GH,1718806421
393,yung shue wan,22.2333,114.1167,30.38,84,100,0.89,HK,1718806421
394,nemuro,43.3236,145.575,10.86,92,39,0.22,JP,1718806421
395,gariaband,20.635,82.0614,29.03,65,100,3.11,IN,1718806422
396,aylmer,42.7668,-80.983,28.61,82,100,3.31,CA,1718806422
397,kiunga,-6.1219,141.2906,22.45,92,100,1.26,PG,1718806422
398,baie-comeau,49.2168,-68.1489,23.33,78,57,4.44,CA,1718806422
399,akranes,64.3218,-22.0749,9.31,86,100,4.39,IS,1718806422
400,daru,-9.0763,143.2092,24.81,73,100,6.11,PG,1718806423
401,kayangel,8.0823,134.7173,28.5,76,97,4.39,PW,1718806423
402,tarfaya,27.9358,-12.9218,20.12,73,0,10.01,MA,1718806423
403,medenine,33.355,10.5055,38.44,12,0,8.28,TN,1718806423
404,vikulovo,56.8167,70.6107,16.37,89,100,3.17,RU,1718806423
405,freetown,8.484,-13.2299,27.36,74,99,3.39,SL,1718806423
406,coos bay,43.3665,-124.2179,9.57,93,100,1.54,US,1718806332
407,peniche,39.3558,-9.3811,21.83,78,8,6.85,PT,1718806424
408,nar'yan-mar,67.6713,53.087,15.66,27,100,6.28,RU,1718806424
409,petukhovo,55.0692,67.9019,17.52,87,100,6.66,RU,1718806424
410,ratnagiri,16.9833,73.3,28.26,79,100,3.09,IN,1718806424
411,harstad,68.799,16.5293,13.66,93,100,12.07,NO,1718806424
412,saint-philippe,-21.3585,55.7679,22.77,74,24,4.99,RE,1718806425
413,brookings,44.3114,-96.7984,15.59,88,75,2.57,US,1718806425
414,muli,2.9167,73.5667,28.86,74,76,5.48,MV,1718806425
415,usogorsk,63.4106,48.6872,23.92,56,100,4.54,RU,1718806425
416,sechura,-5.5569,-80.8222,19.78,73,10,5.2,PE,1718806425
417,woodward,36.4337,-99.3904,18.57,100,100,6.69,US,1718806426
418,palikir - national government center,6.9248,158.1611,25.41,94,100,1.54,FM,1718806426
419,tindivanam,12.25,79.65,27.23,78,100,7.6,IN,1718806426
420,king city,36.2127,-121.126,15.52,31,0,2.36,US,1718806426
421,archangelos,36.2149,28.1149,29.99,44,0,5.01,GR,1718806426
422,bucerias,20.75,-105.3333,26.1,94,100,1.54,MX,1718806426
423,mejit,10.2753,170.8646,27.97,79,99,7.12,MH,1718806427
424,sorong,-0.8833,131.25,25.38,88,100,1.71,ID,1718806427
425,ma'an,26.9775,110.7211,24.59,95,100,1.18,CN,1718806427
426,brundall,52.6227,1.4388,18.34,54,99,4.94,GB,1718806428
427,fale old settlement,-9.3852,-171.2468,28.45,78,29,5.91,TK,1718806428
428,kaiapoi,-43.3783,172.6401,8.93,93,100,2.06,NZ,1718806428
429,sassenburg,52.5167,10.6333,19.82,59,100,3.11,DE,1718806428
430,vila do maio,15.1333,-23.2167,23.67,86,80,4.93,CV,1718806428
431,langepas,61.2544,75.2124,10.88,40,7,4.81,RU,1718806428
432,lachute,45.6501,-74.3325,30.29,80,74,3.97,CA,1718806429
433,luena,-11.7833,19.9167,27.97,16,0,1.41,AO,1718806429
434,corner brook,48.9667,-57.9484,26.75,50,100,2.62,CA,1718806429
435,konstantinovka,49.6167,127.9833,12.88,79,1,2.61,RU,1718806429
436,maisi,43.0395,41.2621,23.07,73,53,2.81,GE,1718806429
437,sao tome,0.3365,6.7273,26.26,80,100,4.92,ST,1718806430
438,broome,42.2506,-75.833,30.37,77,0,3.6,US,1718806430
439,ar ruways,24.1103,52.7306,39.89,23,3,3.52,AE,1718806430
440,namibe,-15.1961,12.1522,22.32,66,35,4.43,AO,1718806430
441,susuman,62.7833,148.1667,13.39,67,79,1.98,RU,1718806430
442,poronaysk,49.2167,143.1167,8.32,92,69,3.3,RU,1718806431
443,barcelos,41.5388,-8.6151,21.62,58,58,4.75,PT,1718806431
444,nakskov,54.8373,11.1284,18.97,71,18,8.18,DK,1718806431
445,strathmore,51.0501,-113.3852,7.97,66,100,1.7,CA,1718806431
446,cuatro cienegas de carranza,26.9833,-102.0833,25.19,69,0,2.15,MX,1718806431
447,marsa alam,25.0757,34.8918,35.49,38,0,4.01,EG,1718806395
448,taoudenni,22.6783,-3.9836,47.72,6,7,3.61,ML,1718806432
449,inarajan village,13.2736,144.7484,28.08,91,22,5.83,GU,1718806432
450,tamanrasset,22.785,5.5228,36.95,7,40,4.63,DZ,1718806432
451,val-d'or,48.1002,-77.7828,27.56,63,0,6.11,CA,1718806432
452,prince rupert,54.3161,-130.3201,11.14,86,1,0.31,CA,1718806432
453,saudarkrokur,65.7461,-19.6394,6.33,92,100,4.27,IS,1718806432
454,oliver,49.1831,-119.5524,12.16,58,41,0.34,CA,1718806433
455,keren,15.7778,38.4581,28.83,45,100,5.48,ER,1718806433
456,alfredo baquerizo moreno,-1.9167,-79.5167,27.99,78,94,0.58,EC,1718806433
457,ascension,30.2169,-90.9001,29.0,81,0,3.09,US,1718806433
458,codrington,-38.2667,141.9667,8.28,78,98,3.19,AU,1718806433
459,ahar,38.4774,47.0699,26.53,39,1,6.47,IR,1718806434
460,bobrovytsya,50.75,31.3833,26.69,63,56,4.85,UA,1718806434
461,bury st edmunds,52.2463,0.7111,19.73,57,75,5.14,GB,1718806434
462,tres lagoas,-20.7511,-51.6783,29.3,23,0,4.47,BR,1718806430
463,antsohihy,-14.8796,47.9875,28.31,39,0,6.77,MG,1718806434
464,kourou,5.1552,-52.6478,28.03,81,16,3.21,GF,1718806434
465,saint-joseph,-21.3667,55.6167,22.21,72,13,5.46,RE,1718806435
466,eyl,7.9803,49.8164,30.67,62,100,11.35,SO,1718806435
467,mwene-ditu,-7.0,23.45,31.77,20,5,1.68,CD,1718806435
468,buka,40.8108,69.1986,33.88,25,0,1.81,UZ,1718806435
469,piacabucu,-10.4056,-36.4344,26.17,81,54,3.89,BR,1718806435
470,palestine,31.9216,35.2033,31.08,52,0,6.69,PS,1718806435
471,port antonio,18.18,-76.4612,29.42,64,17,3.76,JM,1718806436
472,bardai,11.65,7.2333,36.66,26,69,0.68,NG,1718806436
473,kangding,30.0513,101.9603,16.11,99,100,1.96,CN,1718806436
474,amasra,41.7463,32.3863,26.03,67,0,7.57,TR,1718806436
475,labrador city,52.9463,-66.9114,27.88,57,51,9.39,CA,1718806436
476,nuuk,64.1835,-51.7216,5.34,81,75,9.77,GL,1718806437
477,boyolangu,-8.1181,111.8935,23.94,87,99,2.24,ID,1718806437
478,belokurikha,51.9959,84.9896,12.63,84,7,2.21,RU,1718806437
479,ushtobe,45.2514,77.9838,24.67,23,13,7.77,KZ,1718806437
480,pasuquin,18.3328,120.6177,28.42,80,100,1.36,PH,1718806437
481,chasong,41.4608,126.6414,14.98,67,54,1.19,KP,1718806438
482,bel ombre,-4.6167,55.4167,27.17,82,34,6.29,SC,1718806438
483,sodra sandby,56.5667,16.6167,19.94,63,100,3.91,SE,1718806438
484,san jose de mayo,-34.3375,-56.7136,17.83,76,100,1.02,UY,1718806438
485,papao,-17.75,-149.55,19.82,64,0,5.82,PF,1718806438
486,magadan,59.5667,150.8,7.5,91,94,2.68,RU,1718806439
487,pacific grove,36.6177,-121.9166,13.01,89,75,2.06,US,1718806439
488,sao vicente,-23.9631,-46.3919,29.59,32,3,2.68,BR,1718806439
489,mampong,7.0627,-1.4001,32.21,50,91,0.8,GH,1718806439
490,puerto quijarro,-17.7833,-57.7667,31.84,29,5,3.54,BO,1718806439
491,tabas,33.5959,56.9244,38.75,8,2,7.57,IR,1718806439
492,urambo,-5.0667,32.05,31.47,24,0,2.7,TZ,1718806440
493,kiruna,67.8557,20.2251,13.51,88,20,2.06,SE,1718806440
494,nova vicosa,-17.8919,-39.3719,25.28,76,26,1.26,BR,1718806440
495,musoma,-1.5,33.8,25.13,57,7,4.04,TZ,1718806440
496,westport,41.1415,-73.3579,28.92,72,0,5.14,US,1718806440
497,mocksville,35.894,-80.5614,26.23,74,100,1.34,US,1718806441
498,newman,37.3138,-121.0208,17.25,55,0,0.89,US,1718806441
499,jayrud,33.8074,36.7404,41.7,8,0,5.64,SY,1718806441
500,glace bay,46.1969,-59.957,27.83,70,100,2.73,CA,1718806441
501,gaigeturi,33.4644,126.3183,22.9,68,100,4.38,KR,1718806442
502,el porvenir,13.7617,-87.3458,24.63,99,100,1.38,HN,1718806442
503,port blair,11.6667,92.75,29.02,84,20,3.6,IN,1718806443
504,sonoita,31.85,-112.8333,25.84,26,0,2.46,MX,1718806446
505,spanish springs,39.6491,-119.7074,14.76,42,0,0.0,US,1718806446
506,choibalsan,48.0667,114.5,19.28,71,100,2.75,MN,1718806446
507,miles city,46.4083,-105.8406,7.54,93,0,5.14,US,1718806389
508,howrah,22.5892,88.3103,29.0,84,75,5.14,IN,1718806447
509,antofagasta,-23.65,-70.4,15.6,71,10,2.51,CL,1718806447
510,wau,7.7029,27.9953,33.8,37,87,3.51,SS,1718806447
511,motozintla,15.3667,-92.2333,16.24,93,100,1.01,MX,1718806447
512,sihanoukville,10.6093,103.5296,27.97,78,40,1.03,KH,1718806448
513,tofol,5.3248,163.0078,28.08,78,100,3.77,FM,1718806448
514,bubaque,11.2833,-15.8333,27.05,78,100,2.92,GW,1718806448
515,obo,5.3998,26.4869,31.86,44,45,0.93,CF,1718806448
516,primero de mayo,-32.2552,-58.4228,18.23,71,5,1.69,AR,1718806448
517,idfu,24.9803,32.8747,45.76,7,1,4.55,EG,1718806449
518,carrigaline,51.8117,-8.3986,17.86,48,40,3.09,IE,1718806449
519,ust'-barguzin,53.45,108.9833,14.87,67,100,2.97,RU,1718806449
520,san jose pinula,14.5461,-90.4114,16.29,89,75,6.17,GT,1718806449
521,saint-jean-de-monts,46.7833,-2.0667,17.6,86,0,3.03,FR,1718806449
522,basco,20.4487,121.9702,29.84,78,100,6.93,PH,1718806449
523,kabare,-2.4683,28.8242,23.14,57,43,2.02,CD,1718806450
524,skeldon,5.8833,-57.1333,28.46,74,57,2.0,GY,1718806450
525,homer,59.6425,-151.5483,8.94,83,100,0.0,US,1718806450
526,jacksonville,30.3322,-81.6556,29.49,66,75,8.23,US,1718806071
527,kenai,60.5544,-151.2583,8.05,93,100,4.63,US,1718806403
528,punta arenas,-53.15,-70.9167,-5.94,86,75,2.06,CL,1718806450
529,salvatierra de mino,42.0833,-8.5,22.41,72,40,5.14,ES,1718806451
530,saint-flour,45.0833,3.0,19.38,71,70,2.8,FR,1718806451
531,mahina,-17.5065,-149.489,19.87,73,20,1.54,PF,1718806451
532,tagaw-bay,35.6994,66.0616,22.93,32,96,4.17,AF,1718806451
533,antalaha,-14.9003,50.2788,24.03,72,0,6.42,MG,1718806451
534,buala,-8.145,159.5921,27.39,83,67,4.23,SB,1718806452
535,plastun,44.7561,136.2939,15.05,75,100,1.67,RU,1718806452
536,bela vista do paraiso,-22.9967,-51.1906,24.58,30,5,3.12,BR,1718806452
537,umluj,25.0213,37.2685,32.49,58,0,2.43,SA,1718806452
538,madison heights,42.4859,-83.1052,31.08,65,0,4.63,US,1718806452
539,cooma,-36.2333,149.1333,1.02,76,3,0.39,AU,1718806453
540,hohhot,40.8106,111.6522,21.25,60,80,0.47,CN,1718806453
541,vladivostok,43.1056,131.8735,19.01,93,100,3.82,RU,1718806453
542,aginskoye,51.1,114.53,14.43,51,50,1.71,RU,1718806453
543,sinabang,2.4803,96.3801,27.3,79,100,1.04,ID,1718806453
544,birkerod,55.8476,12.4279,18.68,68,44,6.84,DK,1718806454
545,rio gallegos,-51.6226,-69.2181,-6.97,100,20,2.57,AR,1718806454
546,palopo,-2.9996,120.1921,23.94,86,99,0.84,ID,1718806454
547,box elder,41.5005,-112.8764,13.06,36,57,4.18,US,1718806455
548,cuero,29.0939,-97.2892,25.93,91,100,3.58,US,1718806455
549,yanqul,23.5905,56.5501,41.65,11,53,3.24,OM,1718806455
550,progreso,21.2833,-89.6667,26.06,92,100,4.9,MX,1718806455
551,kyshtym,55.714,60.5528,27.88,59,58,4.53,RU,1718806266
552,vadso,70.0744,29.7487,10.49,93,100,11.83,NO,1718806455
553,kaiyuan,23.6977,103.3037,23.55,88,97,2.82,CN,1718806455
554,alamosa,37.4695,-105.87,12.99,50,0,3.6,US,1718806456
555,acarau,-2.8856,-40.12,28.96,63,11,7.09,BR,1718806426
556,salalah,17.0151,54.0924,31.05,74,40,5.14,OM,1718806456
557,kiama,-34.6833,150.8667,9.44,78,0,1.34,AU,1718806456
558,chibougamau,49.9168,-74.3659,21.79,94,100,3.6,CA,1718806456
559,gorom-gorom,14.4439,-0.2361,41.75,19,100,2.96,BF,1718806457
560,taltal,-25.4,-70.4833,17.5,57,0,1.56,CL,1718806457
561,ternate,0.8,127.4,25.25,87,100,0.76,ID,1718806457
562,santa rosalia,27.3167,-112.2833,24.9,23,0,4.04,MX,1718806457
563,auki,-8.7676,160.7034,24.67,91,57,1.9,SB,1718806457
564,babruysk,53.15,29.2333,28.01,57,100,5.57,BY,1718806373
